Country,Year,corruption_and_economic_crime,intentional_homicide,violent_and_sexual_crime,firearms_trafficking,access_and_functioning_of_justice
Indonesia,2020,187.66666666666663,1120.3533799315157,47759.161818246575,6182.116855852962,7544.773875964249
Indonesia,2021,268.0,434.6569963349901,14595.296307888755,18254.38710350648,2046.8393100138624
Indonesia,2022,201.57142857142856,289.78777534826685,33179.03180818034,31713.87143527465,4348.45897563419
Indonesia,2023,412.0,307.9551191912776,63990.57333792311,6507.78905972026,822.0812383317752
Iraq (Central Iraq),2019,1122.0,4284.702017134973,43467.93967490482,904.0,165.1556033604995
Iraq (Central Iraq),2020,6281.25,4464.663418469447,86161.71585835556,927.3333333333334,265.0982210111211
Iraq (Central Iraq),2021,447.5,5859.681110140547,68967.11137379288,57783.56243438556,327.1702058417967
Ireland,2019,1776.65,1.8270508273786408,58.45454545454545,6931.796806794815,945.5713108194004
Ireland,2020,279.7,1.8922049008416124,689.2,8988.920247916034,850.0096059734426
Ireland,2021,344.04761904761904,1.2938362051345915,1823.3333333333333,6004.969952914737,968.5283483794848
Ireland,2022,1818.2,3.456449645514444,23407.396026639417,6113.388843749668,457.5536773964925
Ireland,2023,298.125,2.6339579496811587,38115.032530329656,1664.131283294821,1026.159533747283
Israel,2019,66.99444085714286,15.56064856021592,63575.54425458258,7572.931232777598,4779.57712030091
Israel,2020,324.4884332857143,16.731513273070437,40426.2529675754,3460.104813326531,5071.733360710951
Israel,2021,205.84757428571427,18.213859294230232,93582.7496586965,6014.7997257859615,5148.433277251754
Israel,2022,37.25536114285715,16.758489656559796,24274.762255088808,1914.3758077548096,5555.426900195053
Israel,2023,276.82096966666666,5.419629766772859,64891.34916071134,7448.926207689852,5146.758397511147
Israel,2024,20843.95985048241,5.777777777777778,25436.641841940374,45075.24616756213,7660.804758796172
Italy,2019,89.87701238235294,33.77098695082982,2387.6666666666665,72692.82771925918,5929.704186387051
Italy,2020,18.920693088235296,30.92075130663199,18265.61711835556,59558.578975638055,5384.72183033601
Italy,2021,104.66715485714286,30.61680460457469,3993.769230769231,59463.66856164909,5656.380487358887
Italy,2022,197.58832955882352,30.75893457308089,1367.0,58667.288335338046,5883.708271229456
Italy,2023,50.26349382608696,28.084685262280622,40490.551434787805,16400.124129542128,4149.562416948606
Jamaica,2019,32.490764,100.23782008155844,666.0,3250.39955818147,508.3911749881609
Jamaica,2020,10.4234015,84.35105716754208,81255.724404441,1693.8573995658298,419.6523268305555
Jamaica,2021,11.4435805,92.77216116479086,957.6595744680852,2089.320373269792,401.5581075411192
Jamaica,2022,25.0814767,111.57920255871343,100797.55380953458,1269.368721813324,351.6303665236189
Jamaica,2023,24.664460666666667,127.53751985750937,22553.10037760226,213.64345607829108,340.4128443716064
Japan,2019,4.7130686,58.17089270066213,642.3478260869565,86463.11011885642,7172.8384394408995
Japan,2020,3.9794226315789474,47.991578982029786,1670.190476190476,25533.62959285127,3044.241665813768
Japan,2021,517.6194408888889,46.05112740030551,593.0666666666667,24703.114985894787,2989.977160834504
Japan,2022,5.125295611111111,43.8621541478104,778.4375,24620.630219395385,3265.6104505800904
Japan,2023,1.3642615,48.91314429674981,2836.285714285714,7763.665186791329,4034.141030251386
Jordan,2019,4.183042538461539,13.186470353935992,73366.1302567482,1377.9495433738562,331.174431556955
Jordan,2020,25.383407166666668,13.595048016013356,70248.0076799322,1859.228560404883,219.28554092796097
Jordan,2021,17.6329395,10.185884860686826,2639.34725184719,1549.702286613732,301.6009794371336
Jordan,2022,6.373188416666667,10.550688637519896,891.8571428571429,1743.6528912492668,370.3865174653649
Jordan,2023,9.282156666666667,13.011524350936725,10694.454847081544,1807.0458581636185,351.16825992342046
Kazakhstan,2019,3202.868945270424,352.3246128033679,570.25,15289.10662584188,824.7766248898724
Kazakhstan,2020,9.774821375,137.14267614897815,436.71875,12435.760027785647,9073.40262195334
Kazakhstan,2021,25957.534585735513,188.7703597099281,93169.9592775711,58823.19187574588,1915.5940274806262
Kazakhstan,2022,14911.14564153133,171.61911500093677,72402.76865485954,14074.53343428973,1495.2514947320115
Kenya,2019,1.21289075,79.12868340505351,95989.7263015383,4765.117791780133,2933.885426371229
Kenya,2020,2.6531784375,91.40570258425012,59430.870996491925,8544.093147271089,3140.586288910016
Kenya,2021,8.0393821875,127.7277762930428,2404.08,6385.250964940259,3238.3234699043714
Kenya,2022,0.5562170000000001,119.94678154770062,23074.757203376397,27873.998874016546,3085.8441357404736
Kiribati,2021,1.0,1.0,1.0,1.0,1.0
Kosovo under UNSCR 1244,2019,14.887193857142858,4.43159228594891,28352.05311747453,3270.843106686548,45.45008381565797
Kosovo under UNSCR 1244,2020,11.302597142857142,3.6593495885095546,28562.32118953793,2489.415763792805,44.92660657056543
Kosovo under UNSCR 1244,2021,4.1809175,3.133248363083504,52271.06966473878,744.8304631444842,59.21571935498412
Kuwait,2019,55855.778588506706,5.505521545351882,17155.818918730944,25777.274620640812,11186.781251319502
Kuwait,2020,17018.022119639973,10.063134533281586,19637.027574990574,32602.803116367257,6009.063555403914
Kyrgyzstan,2019,2.799664,240.9891848779584,74503.86817495756,33937.16993315225,100.3232967120428
Kyrgyzstan,2020,2.636611875,411.5311506703156,60865.41918036628,15049.372892658674,88.00897845448874
Kyrgyzstan,2021,1.5677952142857143,396.8580516125995,54939.85019416759,80.06823415118771,490.6443736631836
Kyrgyzstan,2022,1.2799365,744.0106179372517,104058.3972451,389.7741764125071,1900.4232112670502
Kyrgyzstan,2023,1.113111875,173.25646846754898,121254.9028599769,375.7378481393022,3527.1062428064747
Latvia,2019,404.67445759375,8.633008439875763,433.74545454545455,1471.7478914404253,50.30694420790183
Latvia,2020,465.02786515625,8.07733982909168,37800.754353586584,1327.531269009536,47.95333641890922
Latvia,2021,273.84864512121214,7.865837003020364,262.05434782608694,1338.8054616758016,56.19258387495169
Latvia,2022,252.44400921875,8.585554413934453,6772.657072702703,1025.4256521918032,51.1297613678906
Latvia,2023,408.6110866818182,5.5118951633693785,29446.085414853827,292.74957653887526,145.85764419388906
Latvia,2024,1.0,1.0,1.0,1.0,1.0
Lebanon,2019,0.326924,48.27933540805993,95504.47434746393,196.28744653551783,52.55830233029843
Lebanon,2020,16445.217348187984,53.47154266364483,64460.344381055766,7723.14661294578,14.923868425517512
Lebanon,2021,29238.46711178378,90.99977524438413,19844.330984037835,163.81560998660137,5.08744130393172
Lebanon,2022,21227.547921927435,816.0812680280754,2240.6230713128207,137.60443068603934,2.543519975712372
Lebanon,2023,12680.834027995781,304.9647743139691,3302.260060101704,15424.574296172232,0.6782136924342876
Liechtenstein,2019,18.2846845625,1.80072840790843,5.2,128.90365024641366,37.36511446409987
Liechtenstein,2020,15.575728000000002,3.3693853030241288,24498.519268082335,290.6079108239301,44.74391879691496
Liechtenstein,2021,26.337816850000003,2.4178096445595325,95393.26075770825,207.63641308660604,30.27031041901441
Liechtenstein,2022,22.07544708333333,800.7496311296466,116245.47793239019,302.9938675854752,42.22586285830554
Liechtenstein,2023,21.07756433333333,1122.3086278099215,6796.515167518784,44.029104432857615,50.53044766570702
Lithuania,2019,6.267077810810811,8.240012903864288,167.18032786885246,2594.5718011874987,29.47160304569764
Lithuania,2020,4.041204540540541,8.318678934214422,78.83928571428571,1959.491365083211,23.972457755613792
Lithuania,2021,8.883312297297296,6.463365508531274,297.4117647058824,1804.8703668234805,21.367869721461616
Lithuania,2022,8.93194005882353,5.874144684408338,255.672131147541,1810.8867993646963,24.125622958679305
Lithuania,2023,3.755530545454546,6.8358310421967525,38913.727782999864,677.503842770471,56.92705298589853
Luxembourg,2019,12.801157428571427,1.6551958066460832,47.26086956521739,4239.306428047062,147.82686148641565
Luxembourg,2020,11.143547857142858,0.4249623384006614,112.14285714285714,1744.373148310837,128.13893532636536
Luxembourg,2021,2.883417,2.3123662681914303,26526.779214938637,1656.7676485425204,148.10705947766112
Luxembourg,2022,7.073574357142857,4.8036149162330615,33685.74401057175,1834.381371683616,147.88072802066392
Luxembourg,2023,107.3134175,2.8758844561252626,101.0,414.1169607311306,217.4168648830699
Malaysia,2019,342.5794865,155.4635084922456,95917.29635124023,91.74685405415102,1159.2562781634674
Malaysia,2020,895.6704,126.8732713130506,35336.573944622854,90.40141428323692,1035.245775884038
Malaysia,2021,476.88063625,121.85440927506866,72925.61540035304,91.40244635324596,1051.1572540016418
Malaysia,2022,930.0244,120.3458662483914,62823.99314547838,8617.209122768782,1044.3012543704165
Malaysia,2023,1007.4200166666666,129.36724621535694,54128.5570895531,34962.12057526242,1101.2261478223522
Maldives,2019,23119.263799382825,1.807546577929228,92690.58268903951,1164.2488107761092,5834.405487598542
Maldives,2020,625.5596,266.930838661709,11747.638327615585,2506.8517479327056,5765.715419860602
Malta,2019,605.5693751333333,0.4437467673503391,29682.610083801723,865.4187013437365,73.20266961035921
Malta,2020,446.72175821875,1.203116018853703,22936.87738534141,847.3441790053156,71.18073811630434
Malta,2021,421.978125060606,0.2568264324245936,31139.865486981522,783.8813827414397,82.95228619131483
Malta,2022,544.9047227333333,0.9148293979952058,23645.4962555989,808.1241589560699,172.62204220110434
Malta,2023,411.815591,0.3079982521943026,1098.8685461053938,130.045379437884,173.76551675935724
Mauritania,2019,4137.727776376254,24.537188195826584,70548.06802350527,27521.070444633777,8651.615496949707
Mauritania,2020,14124.60057265509,23.49998576127506,28883.819090802786,14847.181017191419,1567.415729641456
Mauritius,2019,35453.85507773926,6.820306902403053,33245.596665103876,14645.8967078886,3769.629402382164
Mauritius,2020,571.2240710833333,8.131538477885188,17276.51060740092,698.1385384042109,128.63283414755918
Mauritius,2021,1042.1064741666669,5.905278534462402,3404.7214453954475,600.7335701024322,131.89343701487195
Mauritius,2022,36246.34512773875,3.161918913430998,106.77272727272728,28627.361565582745,433.11872217497876
Mexico,2019,265.6264478,2282.4933647354246,30730.28125,74310.8941186548,7719.393166258628
Mexico,2020,264.23675415625,2356.4012620156545,34627.916666666664,56549.49983730619,7625.704468423763
Mexico,2021,406.064445,2217.955704533659,38730.107142857145,60941.333114386594,11009.960603529224
Mexico,2022,260.8401284375,2070.0186790289345,160743.3448275862,58247.89887775788,11868.163951810044
Mexico,2023,260.97259569565216,3403.7409491878484,16026.671352483889,28232.277415933902,24507.500189216284
Micronesia (Federated States of),2019,41751.928810263096,0.3926666384667092,27029.49620921042,15831.350557642454,11382.539023164722
Micronesia (Federated States of),2021,136344.0,77.15926493776823,10887.687318925988,8763.265602848975,2080.4275966118566
Mongolia,2019,984.81556821875,18.56584862206083,6982.3806193714445,2655.37601117014,54.64177179172549
Mongolia,2020,875.1272890909091,18.21319312283658,121646.5487767195,2372.297313179596,52.20652958494795
Mongolia,2021,814.403184,20.34164298318969,2758.8118249635627,788.3132642719474,107.04050904369709
Mongolia,2022,901.979186,17.63870741228511,86394.72655213914,1419.30276286588,100.74718152670404
Mongolia,2023,582.099018,17.29274511211861,47406.161358427344,1381.245263066311,108.13301059763184
Mongolia,2024,18507.278741987866,41.23076923076923,27399.422757207543,38185.593620207816,5172.633382268151
Montenegro,2019,775.0424365625,3.6096005452911215,324.5,695.3428771601847,18.51884721221995
Montenegro,2020,529.02229285,2.571569859511819,45892.61880372701,885.5971632535553,21.31019023415332
Montenegro,2021,1125.1730928076922,2.0098896618222253,41475.707468390945,816.0256985394195,27.02744051507782
Montenegro,2022,984.8415197,1.5453170908167917,89515.98807140243,690.5361125224229,20.25026912444396
Montenegro,2023,660.7815166666666,0.5901751098184078,66949.48164655766,185.9065146768013,20.344907081705323
Morocco,2019,260.47462075,64.19461105398345,126.7910447761194,6437.307852300471,11.28106799505497
Morocco,2020,221.8981668,61.47734616824525,228.03125,70492.38964860444,3521.3251994114835
Morocco,2021,439.4046451875,78.42184359997015,172.48,58465.47896843816,3606.95643001665
Morocco,2022,242.1209942,46.07039664075503,217.7076923076923,93304.88317578066,2630.853302245586
Morocco,2023,485.0746348333333,53.76453505029284,238.97590361445785,10473.751829469886,3692.640659958149
Morocco,2024,66448.45539454903,317.5,54015.080328739816,28633.944100565845,5739.973518719494
Myanmar,2019,1200.5075925,507.7777593616031,135019.57829713318,991.4488203085648,204.97197421920683
Myanmar,2020,909.053398235294,525.1502096463311,898.5777777777778,4643.291907498917,62.96563411856815
Myanmar,2021,12068.325185012334,5114.018334731832,45280.51192219183,22745.719164087644,3245.9622204465168
Myanmar,2022,1600.5674285714283,293.5960212545819,357.27272727272725,9266.448376027483,104.96245272616486
Myanmar,2023,1005.8914358333332,189.993878122486,924.9473684210526,686.1435369484535,179.53103164432534
Namibia,2019,2708.799026037883,61.30463622941769,51454.92105087053,9667.325856943391,1122.7360936327166
Namibia,2020,44455.474803390156,59.81098359649295,23.0,28712.71309313191,1010.55772087447
Namibia,2021,719.999644,66.02967064595343,123.41666666666669,20875.55262933434,1035.9254495787743
Nepal,2019,18715.74288490235,278.476629055538,4687.789733453599,557.4811318269312,4055.9651021027557
Nepal,2020,20.98392,309.56502064992185,17921.055032343662,29863.372414013407,7895.910392470187
Netherlands (Kingdom of the),2019,812.54858375,15.361560260337148,579.2727272727273,12969.378560416104,1332.5552357584234
Netherlands (Kingdom of the),2020,1003.3634310833332,10.019750037340229,1023.6376811594204,16518.15691083424,1338.618583588826
Netherlands (Kingdom of the),2021,808.4754231999999,16.19793049472738,1676.8285714285714,11309.417909283304,1329.599714659782
Netherlands (Kingdom of the),2022,1081.1844075,17.75222194559774,42097.002268989134,12133.172340445211,1502.6316178716818
Netherlands (Kingdom of the),2023,669.175145625,17.46033075925491,2433.68,5392.981619515576,1323.3455457272264
New Caledonia,2021,10.00303,985.6280060043009,2057.4191888122805,13641.092872017425,11472.40814922333
New Zealand,2019,430.7726325,14.84330971210037,33877.46541628432,8957.609085717017,4202.745024830128
New Zealand,2020,645.19665335,7.455393061926202,58764.424737631605,4042.373682843189,3885.085752577223
New Zealand,2021,546.8711775,8.792804795137538,913.6666666666666,1873.2013027977,4267.190068287143
New Zealand,2022,686.8885083333333,10.757149808056273,866.4166666666666,1766.2439552924102,4671.870113617809
New Zealand,2023,1165.0520225,19.87696922925838,61118.28072391065,1838.076618751336,5020.354513904116
Nicaragua,2019,33190.482105101815,88.82139642724361,3229.659574468085,452.7178637793605,438.7475250592888
Nicaragua,2021,45031.83142683699,112.35862176403604,1459.3498141993005,14999.632832625171,1752.3832077672942
Nicaragua,2022,50917.98506136268,694.9921541487805,993.45,20979.85818588817,12442.19877666288
Nigeria,2019,797.3854999999999,22110.54964908072,9943.449542720413,21331.92297166314,3731.625659950705
Nigeria,2023,283.29735,11898.945343964428,43718.63237558797,40042.14659533417,3349.1553715797613
North Macedonia,2019,222.54679366666664,3.478332440116163,252.8333333333333,2815.906793363079,39.212963489933024
North Macedonia,2020,187.95395833333336,2.0860438148706044,76716.53661368393,3318.0363820019984,39.23983395169538
North Macedonia,2021,137.5696745,2.78918386027834,17575.69403350247,2059.444558415215,36.10024370545741
North Macedonia,2022,214.478935,3.159437241325571,215.20689655172413,2064.931170779143,33.079947145279974
North Macedonia,2023,264.19130725,4.612088509122995,1774.1153846153843,87.21606225190463,42.97458601546074
Norway,2019,727.24953595,2.593205635662512,380.7619047619048,8449.192525799637,1220.026779773012
Norway,2020,650.3041355,2.650768538366046,7228.058675572542,8132.469935340095,1241.2138632231315
Norway,2021,715.3186014,2.7448616929424445,37424.5534716409,7517.055750063004,1361.1663468933482
Norway,2022,1023.69113475,2.6794547697060773,55888.07619437331,7103.47486256839,1312.9098400848925
Norway,2023,713.5801733333334,4.149882475678136,78407.06479620945,359.02650033889137,1686.513587195314
Oman,2019,127.065185,4.045587519584274,51368.489282756695,54535.86236025946,36.78410172761569
Oman,2020,209.50143845,3.005863272078873,100271.41549846655,9241.132167108419,17.835640682282236
Oman,2021,285.7277676,2.0175090836288843,59997.18881045059,9139.69069093429,30.922158889917927
Oman,2022,109.66302655,2.05262445561606,60517.245577980604,18639.29707994591,37.90984622087824
Oman,2023,186.41794375,1.0080473993983696,74615.0536362443,29164.66058085969,47.29344977956215
Pakistan,2019,795.23105,4008.736128423261,95850.38330697594,4517.137479110152,6884.48157418135
Pakistan,2020,934.3758,4176.776582545051,62991.62087207385,12248.736639559875,7175.552104983084
Pakistan,2021,248.25319166666668,4535.893286137811,79831.28961456382,6631.127358542917,8302.215352522311
Pakistan,2022,237.09564,4970.538771605004,11389.680110293466,5183.933619997613,8203.739937445986
Pakistan,2023,56739.25790801052,5366.667435378967,35231.213067386576,5454.352110643227,9229.977710069008
Panama,2019,312.3319301515152,39.97593533095853,39655.12782734707,2934.05477968994,679.248524993492
Panama,2020,249.286603,40.943549188459656,891.4857142857143,3596.817139547895,482.9282516653683
Panama,2021,201.1105017142857,43.11996917885904,802.72,4208.870666851714,1346.7963705339318
Panama,2022,313.28186900000003,42.1535748091728,31382.299514358292,3947.28284591559,1482.5834986424948
Panama,2023,33146.0442064158,57.17642496372804,5591.914947827914,438.0162659272679,1460.282455667597
Papua New Guinea,2021,2.771004,370.2153017745768,56593.31851823311,13464.152913698977,7908.647382248002
Paraguay,2019,210.04425352941172,48.90241482300383,1958.181168136205,1982.1147947685345,706.0737346006742
Paraguay,2020,165.44075333333333,46.57701159705725,35748.72311783586,2319.0700705251825,850.2668035600636
Paraguay,2021,143.83287305555555,101.43577740908972,91384.92714210972,1673.7724753239877,949.3265689055146
Paraguay,2022,152.2076312222222,91.96612810139996,91777.93133626209,3066.04305945551,1146.8839610220048
Paraguay,2023,194.3725098,42.98618093058477,11915.505942486654,1217.090739879595,1091.6369138190018
Peru,2019,106.79160993939394,161.7242542237723,21424.636363636364,17781.923113356657,3526.898056313798
Peru,2020,131.4223202121212,122.660390405209,4215.4473684210525,12458.598960581208,3139.2807106691384
Peru,2021,66.16850522580644,209.869122629394,75187.59713729838,12996.371051933806,3543.5303491775608
Peru,2022,214.51623458823528,612.3237252041332,1941.8190476190475,14198.902950726377,3686.694617878168
Peru,2023,102.7554,622.3333245335725,32840.166245175744,7872.447335268411,10791.488213847635
Philippines,2019,111.62400953846154,304.78026540538247,42562.87998787887,11529.00107283929,861.4910708270867
Philippines,2023,123.020539,278.9513287810941,496.91276940245734,73630.43147949381,207.93082325000367
Poland,2019,64.736526,24.59401027455029,61613.22082613311,42347.62852661844,2996.627120734678
Poland,2020,129.25569125,22.609893700550632,255.0,39015.122239494405,2292.914840143412
Poland,2021,57.11296336363637,20.913813888548656,15630.4,34160.28445043051,2229.096914381451
Poland,2022,79.099117875,21.381383440752643,3686.1875,33940.53258639804,2383.872009976388
Poland,2023,121.29659925,24.635175255472284,1181.1666666666667,7310.704820524522,2927.031697203792
Portugal,2019,184.15076595833327,6.690378395935935,2763.5245901639346,10003.998016341988,560.5341155113019
Portugal,2020,100.91769058333334,7.6094695378999,327.8787878787879,6608.944160990858,521.3963274403142
Portugal,2021,73.70720388,7.657883039342615,1897.27868852459,7466.006086399199,569.5119325928849
Portugal,2022,96.09761854166668,7.0659717889676985,56482.68551112522,7968.103014405758,626.6248345364464
Portugal,2023,182.1964431428572,42.4026560728493,2182.016129032258,3443.47711209501,657.4935658915026
Puerto Rico,2019,249.1982581666667,96.40281281717913,57812.17339840665,1712.224777173943,10791.59228125723
Puerto Rico,2020,72.83918333333334,84.74414308554125,34861.74690487597,1676.609449231766,5000.813011784743
Puerto Rico,2021,268.04954833333335,165.67001018347662,17745.36071454175,1608.3367072651265,968.89453801015
Puerto Rico,2022,48.72348933333333,149.83792780959843,100773.21726734734,8956.784375001964,970.5499583689258
Puerto Rico,2023,4.081976,122.96671818145784,100112.7703995824,5443.879453915011,12847.26251955786
Puerto Rico,2024,10.65422,245.0,2295.8288100397076,61038.39754794835,4848.489777939443
Qatar,2019,54.903866,2.4516238147765343,22186.847171014375,4526.070406278755,3912.933729067927
Qatar,2020,38.48328283333333,2.686184899413999,7831.873036931891,2536.2726809946344,4835.825416874551
Qatar,2021,51.05374707142857,0.843380930183364,2028.6875,4965.204194383881,13.806989411181553
Qatar,2022,14608.063779949232,1.84192860853508,18.875,18485.876686401254,13991.287916223999
Republic of Korea,2019,12.049947833333333,106.16827049084326,28031.258912900685,179092.16578498055,10097.30069408335
Republic of Korea,2020,17.5409,107.00438660370313,41384.74210039257,130999.88476552271,9128.73595601554
Republic of Korea,2021,30.556308285714287,54.99560523305612,20398.86935522731,105128.98924420844,8144.845389749028
Republic of Korea,2022,27.399189714285715,80.37325216003444,22742.757001473517,87678.12844275175,8242.052660660347
Republic of Korea,2023,9.040834,96.64900804014016,19704.848308185163,10147.957177589127,7576.779905197304
Republic of Moldova,2019,335.87140235714287,15.091475476778946,84.44680851063829,127.64203553792092,113.90268324660796
Republic of Moldova,2020,483.356164375,12.540628708421265,356.25,36328.528365419705,96.03017368760082
Republic of Moldova,2021,117.97964120000002,7.816603481797314,6219.095238095239,22117.60251022366,99.61758052525532
Republic of Moldova,2022,336.409062,9.693184925011334,56347.220636103884,11233.264773373206,98.86279800815714
Republic of Moldova,2023,382.4770205833333,9.488511690788789,88334.94497716059,52498.13215205536,96.99105684392131
Romania,2019,88.94576456666667,88.24575283359847,93140.10915938138,11195.32634115234,317.6187386610544
Romania,2020,131.44734643333334,81.7875123152733,760.3789473684211,11236.6655073097,319.01617708430155
Romania,2021,214.4302333333333,73.10807380398597,2267.6021505376343,10851.579168510689,386.0283002960445
Romania,2022,179.7992804375,76.3766049039287,33.5,12539.489858633582,414.5487066237061
Romania,2023,122.1741690909091,69.64108110128267,313.21590909090907,4452.449367186715,633.6093758471026
Romania,2024,9867.167507111695,78.0,3799.9922256748287,9493.898924200865,1373.9046980962453
Russian Federation,2019,241.133164875,992.8217097777436,44299.93771904682,81906.39769629738,4807.278440899623
Russian Federation,2020,197.96522750000003,693.3622273240256,4383.555555555556,105810.17591981529,4843.390049460699
Russian Federation,2021,3704.627778777758,560.1693532168223,30465.64843310029,29370.488685992066,3092.449693945693
Russian Federation,2022,5549.708731474191,726.8159184024869,1370.391304347826,11226.906031679748,3056.5921474949664
Russian Federation,2023,45299.97846239192,687.676916122381,28687.857081588667,25296.64627952411,13970.313461163145
Russian Federation,2024,41112.30807763869,2368.75,14276.325561463978,387.3086710686075,1284.2994218481554
Rwanda,2019,25063.50726468763,203.58107679626565,255.0,10336.296579303666,14114.532370948862
Rwanda,2020,60715.35537189556,237.80623713582224,3400.3231338595106,35034.158557984025,125.73374610554401
Saint Kitts and Nevis,2019,8.583669277777778,14.028157787493551,77414.4308151042,189.2321712097537,39.06954317798748
Saint Kitts and Nevis,2020,9.226839444444444,12.77545453262455,42855.65972774153,117.62497732133598,38.77350113330055
Saint Kitts and Nevis,2021,17.12095161111111,14.09872190255527,41346.51611718924,101.38089392137168,44.60789914957117
Saint Kitts and Nevis,2022,25.82732355555556,8.562631430469201,19572.170917092222,107.52434355161792,47.959507217457606
Saint Kitts and Nevis,2023,52231.253239474056,10.38713065920698,7998.448592701574,38515.01639006626,77.4205626131714
Saint Lucia,2019,6.394752636363635,8.303913721930366,30366.507499038482,205.87643556509403,233.64878856702217
Saint Lucia,2020,7.38641725,7.911015282808352,16395.00826294105,141.7215926028264,155.65482204618135
Saint Lucia,2021,19.176382366666665,12.803510268606956,37514.55949744602,142.88283592935636,189.0016404540777
Saint Lucia,2022,11.889867833333334,10.48745340299585,68698.27447880947,159.87537534271047,208.06098283055005
Saint Lucia,2023,13.446850454545457,10.97629059711285,85156.69599407488,70.98041177316277,224.8756164882392
Saint Vincent and the Grenadines,2019,21.95586075,4.969644272585778,63153.60298182348,288.7300295255913,125.984246983743
Saint Vincent and the Grenadines,2020,18.6046965,8.781616201876307,22526.13668937439,748.7337123041555,128.7691304599811
Saint Vincent and the Grenadines,2021,16.320618833333334,7.897593706416039,17.311475409836067,211.58718735647216,111.72094578732496
Saint Vincent and the Grenadines,2022,20.39333805555556,9.338336173271257,37345.1477110065,185.1792371024796,105.64448666007766
Saint Vincent and the Grenadines,2023,10882.704666774694,10.75050273852933,30080.972905544975,81.9574695309865,170.5463371906535
Samoa,2021,1.452,609.9847566020782,20533.16495356797,34054.06776156046,1979.7661450514984
Saudi Arabia,2019,31.56679575,199.1514003474868,6843.296006184924,997.733442793197,1613.8342137310756
Senegal,2022,55151.06148179673,229.02201549733246,3108000.0,562.2965093858802,6001.66322079273
Serbia,2019,5.976826882352941,10.080239937141387,35851.96465478573,7090.922955901923,447.3306107639762
Serbia,2020,8.669180117647059,9.872431090533611,1644.6744186046512,5050.594946105458,414.13179564753
Serbia,2021,10.792826875,9.620896683094433,4092.777777777778,5154.763387622582,406.9228609855805
Serbia,2022,8.065554500000001,9.69547124374232,2253.058823529412,4929.857025775459,433.4777970139284
Serbia,2023,8.030204454545455,10.464930135492486,117813.33552044076,1187.856063033098,508.0343823189572
Seychelles,2019,3611.92299540521,9.249875691136037,10286.330065482376,39113.08021469466,1726.989449681951
Seychelles,2020,25727.832484961385,8.240928248996184,57870.00604937461,11607.151446090174,5176.638567989406
Seychelles,2021,6718.3520708178185,4.532726903140565,20421.06090457341,32658.759574522504,2437.6381345501813
Seychelles,2022,25067.26392517915,8.98334959867753,54385.89406302222,18104.54866608702,5557.822866816612
Sierra Leone,2020,1364.5454400420058,89.11215614470062,43625.02340722814,23348.41984068599,5412.898260334448
Singapore,2019,100.20171079166668,2.029337229303235,29358.59538568064,1488.227584884212,422.19258402875
Singapore,2020,49.62337691666667,1.4255010347448205,99334.64762116024,1356.961777929065,393.75871245574297
Singapore,2021,29.302556750000004,2.431070557693548,51686.14227963831,1576.201946950647,423.5005093494931
Singapore,2022,21.863450333333333,2.559324861019608,115266.17332972879,1389.8099726814448,438.24683722516806
Singapore,2023,159.03934766666666,1.9160452056642183,25833.42089467072,598.7989010086626,406.7823901863151
Slovakia,2019,3.322572588235294,8.491374277318943,144.52173913043478,3691.676037254095,198.81113063741387
Slovakia,2020,12.482269470588236,6.871271082305954,177.91304347826087,3347.540142947544,147.48090193331672
Slovakia,2021,7.727928114285715,6.3954082226849165,136.86666666666667,3148.455354017421,159.5060782926871
Slovakia,2022,10.426486647058825,4.928468939596812,161.07692307692307,3564.8248256822403,155.5648362421527
Slovakia,2023,10.187588772727274,7.432106733602554,12678.470588235294,798.1963955448647,259.4302960003838
Slovenia,2019,3.034115857142857,1.8498103059399844,105.28947368421052,1558.6026646096043,29.38629852307245
Slovenia,2020,2.81541309375,1.116959399199713,207.8571428571429,1516.6365052720394,27.403520081423675
Slovenia,2021,1.9552749090909087,1.1500601415290883,2.0,1481.4664644288482,29.062972432995096
Slovenia,2022,5.40083046875,1.489438456179356,12228.943744343487,1349.5385440192429,31.05891540867229
Slovenia,2023,2.36308045,1.4384323906002483,109134.8065111157,476.32769104141886,86.06720426681319
Solomon Islands,2021,20.33914,295.7788809544134,33841.08006645815,25862.486174797246,16642.475419457776
South Africa,2019,5.0,7126.508036648175,41234.07725021702,8233.798274707995,3465.500096410432
South Africa,2020,12401.92533888409,10002.488783689005,135468.03954235505,164.5655399696734,1965.551779676328
South Africa,2021,21866.496311712523,8228.658617919742,48307.36986049308,13288.281089249664,5859.226700303376
South Africa,2022,20740.903887581113,8925.21597009016,61394.03834700967,32621.66229313332,12322.563851336667
Spain,2019,65108.21875,25.72933291305836,3222.0675675675675,35444.53188255148,1932.4979178633323
Spain,2020,15892.78125,25.30054815224328,3588.5066666666667,36190.16153926391,1604.6740834118784
Spain,2021,16245.39393939394,22.67552441813684,4975.094339622641,56738.96707691136,2034.8777980943112
Spain,2022,13307.25,25.173222277136635,3126.026785714286,41205.54963698389,2455.3948107003885
Spain,2023,16687.85,26.30760795751417,7130.971698113208,14184.26527390558,4354.736847011413
Sri Lanka,2019,6.746907,99.95727698453082,25485.679118653836,2652.146646280773,804.4737630106961
Sri Lanka,2021,29582.49872972216,1365.271932650801,968.0,43890.99558549069,11344.27220391296
